topic,action,path,reason
Discursive Turn,exists,/home/dan/wealtheow/Topic Notes/Discursive Turn.md,topic note already exists
disengagement,create_planned,/home/dan/wealtheow/Topic Notes/disengagement.md,missing topic note
Disentanglement,create_planned,/home/dan/wealtheow/Topic Notes/Disentanglement.md,missing topic note
Disgrace (novel),create_planned,/home/dan/wealtheow/Topic Notes/Disgrace (novel).md,missing topic note
disinformation,create_planned,/home/dan/wealtheow/Topic Notes/disinformation.md,missing topic note
Disinformation,create_planned,/home/dan/wealtheow/Topic Notes/Disinformation.md,missing topic note
Disparity,exists,/home/dan/wealtheow/Topic Notes/Disparity.md,topic note already exists
displayed discourse,create_planned,/home/dan/wealtheow/Topic Notes/displayed discourse.md,missing topic note
displayed language,create_planned,/home/dan/wealtheow/Topic Notes/displayed language.md,missing topic note
Disruption Costs,exists,/home/dan/wealtheow/Topic Notes/Disruption Costs.md,topic note already exists
distraction,create_planned,/home/dan/wealtheow/Topic Notes/distraction.md,missing topic note
distribution,create_planned,/home/dan/wealtheow/Topic Notes/distribution.md,missing topic note
Distributional National Accounts,create_planned,/home/dan/wealtheow/Topic Notes/Distributional National Accounts.md,missing topic note
District of Columbia v. Heller,create_planned,/home/dan/wealtheow/Topic Notes/District of Columbia v. Heller.md,missing topic note
Diversionary Tactics,create_planned,/home/dan/wealtheow/Topic Notes/Diversionary Tactics.md,missing topic note
diversity,exists,/home/dan/wealtheow/Topic Notes/diversity.md,topic note already exists
Diversity and Inclusion,create_planned,/home/dan/wealtheow/Topic Notes/Diversity and Inclusion.md,missing topic note
Diversity Equity and Inclusion (DEI),create_planned,/home/dan/wealtheow/Topic Notes/Diversity Equity and Inclusion (DEI).md,missing topic note
divine twins,create_planned,/home/dan/wealtheow/Topic Notes/divine twins.md,missing topic note
DNA,create_planned,/home/dan/wealtheow/Topic Notes/DNA.md,missing topic note
Dobbs v. Jackson Women's Health Organization,create_planned,/home/dan/wealtheow/Topic Notes/Dobbs v. Jackson Women's Health Organization.md,missing topic note
Docker,create_planned,/home/dan/wealtheow/Topic Notes/Docker.md,missing topic note
Doctoral Education,create_planned,/home/dan/wealtheow/Topic Notes/Doctoral Education.md,missing topic note
doctoral supervision,create_planned,/home/dan/wealtheow/Topic Notes/doctoral supervision.md,missing topic note
Documentaries,exists,/home/dan/wealtheow/Topic Notes/Documentaries.md,topic note already exists
documentary,create_planned,/home/dan/wealtheow/Topic Notes/documentary.md,missing topic note
Documentary Film,create_planned,/home/dan/wealtheow/Topic Notes/Documentary Film.md,missing topic note
documentary literature,create_planned,/home/dan/wealtheow/Topic Notes/documentary literature.md,missing topic note
documentary writing,create_planned,/home/dan/wealtheow/Topic Notes/documentary writing.md,missing topic note
dog domestication,create_planned,/home/dan/wealtheow/Topic Notes/dog domestication.md,missing topic note
Dollo's Law,create_planned,/home/dan/wealtheow/Topic Notes/Dollo's Law.md,missing topic note
Dolphins,create_planned,/home/dan/wealtheow/Topic Notes/Dolphins.md,missing topic note
Dom Hélder Câmara,exists,/home/dan/wealtheow/Topic Notes/Dom Hélder Câmara.md,topic note already exists
domestic and reproductive labor,create_planned,/home/dan/wealtheow/Topic Notes/domestic and reproductive labor.md,missing topic note
Domestic Deployments,create_planned,/home/dan/wealtheow/Topic Notes/Domestic Deployments.md,missing topic note
domestic labor,create_planned,/home/dan/wealtheow/Topic Notes/domestic labor.md,missing topic note
Domestic Labour Debates,create_planned,/home/dan/wealtheow/Topic Notes/Domestic Labour Debates.md,missing topic note
Domestic Life,create_planned,/home/dan/wealtheow/Topic Notes/Domestic Life.md,missing topic note
domestic technology,create_planned,/home/dan/wealtheow/Topic Notes/domestic technology.md,missing topic note
Domestic Violence,create_planned,/home/dan/wealtheow/Topic Notes/Domestic Violence.md,missing topic note
Domestic Work,create_planned,/home/dan/wealtheow/Topic Notes/Domestic Work.md,missing topic note
domestication,create_planned,/home/dan/wealtheow/Topic Notes/domestication.md,missing topic note
Domestication,create_planned,/home/dan/wealtheow/Topic Notes/Domestication.md,missing topic note
Domhoff,create_planned,/home/dan/wealtheow/Topic Notes/Domhoff.md,missing topic note
Dominion Groceries (Company),exists,/home/dan/wealtheow/Topic Notes/Dominion Groceries (Company).md,topic note already exists
Domino's,create_planned,/home/dan/wealtheow/Topic Notes/Domino's.md,missing topic note
Donald J. Trump,exists,/home/dan/wealtheow/Topic Notes/Donald J. Trump.md,topic note already exists
Donald Trump,create_planned,/home/dan/wealtheow/Topic Notes/Donald Trump.md,missing topic note
Doreen St. Félix,create_planned,/home/dan/wealtheow/Topic Notes/Doreen St. Félix.md,missing topic note
Double Standards,create_planned,/home/dan/wealtheow/Topic Notes/Double Standards.md,missing topic note
Double-think in technology promotion,create_planned,/home/dan/wealtheow/Topic Notes/Double-think in technology promotion.md,missing topic note
Doug Ford,create_planned,/home/dan/wealtheow/Topic Notes/Doug Ford.md,missing topic note
downtown Los Angeles history,create_planned,/home/dan/wealtheow/Topic Notes/downtown Los Angeles history.md,missing topic note
dragon-slayer,create_planned,/home/dan/wealtheow/Topic Notes/dragon-slayer.md,missing topic note
Drama,create_planned,/home/dan/wealtheow/Topic Notes/Drama.md,missing topic note
driver compensation,create_planned,/home/dan/wealtheow/Topic Notes/driver compensation.md,missing topic note
drone warfare,create_planned,/home/dan/wealtheow/Topic Notes/drone warfare.md,missing topic note
Drones,create_planned,/home/dan/wealtheow/Topic Notes/Drones.md,missing topic note
Drop-in-the-Bucket Arguments,exists,/home/dan/wealtheow/Topic Notes/Drop-in-the-Bucket Arguments.md,topic note already exists
Dropout rates,create_planned,/home/dan/wealtheow/Topic Notes/Dropout rates.md,missing topic note
drugs,exists,/home/dan/wealtheow/Topic Notes/drugs.md,topic note already exists
Drum Programming,create_planned,/home/dan/wealtheow/Topic Notes/Drum Programming.md,missing topic note
DrumGizmo,create_planned,/home/dan/wealtheow/Topic Notes/DrumGizmo.md,missing topic note
DrumGizmo install (apt),create_planned,/home/dan/wealtheow/Topic Notes/DrumGizmo install (apt).md,missing topic note
DrumGizmo Kits,create_planned,/home/dan/wealtheow/Topic Notes/DrumGizmo Kits.md,missing topic note
DrumGizmo Stability and Performance Considerations,create_planned,/home/dan/wealtheow/Topic Notes/DrumGizmo Stability and Performance Considerations.md,missing topic note
dual timelines,create_planned,/home/dan/wealtheow/Topic Notes/dual timelines.md,missing topic note
dual-language edition,create_planned,/home/dan/wealtheow/Topic Notes/dual-language edition.md,missing topic note
Duke University,create_planned,/home/dan/wealtheow/Topic Notes/Duke University.md,missing topic note
Dunham,create_planned,/home/dan/wealtheow/Topic Notes/Dunham.md,missing topic note
Durham University,exists,/home/dan/wealtheow/Topic Notes/Durham University.md,topic note already exists
Dutch language,create_planned,/home/dan/wealtheow/Topic Notes/Dutch language.md,missing topic note
Dutt-Ballerstadt,create_planned,/home/dan/wealtheow/Topic Notes/Dutt-Ballerstadt.md,missing topic note
Duverger's Law,create_planned,/home/dan/wealtheow/Topic Notes/Duverger's Law.md,missing topic note
Dwayne Johnson,create_planned,/home/dan/wealtheow/Topic Notes/Dwayne Johnson.md,missing topic note
Dwight D. Eisenhower,exists,/home/dan/wealtheow/Topic Notes/Dwight D. Eisenhower.md,topic note already exists
Dyeus Pater / sky father,skip_invalid,,contains '/' which would create subpaths
dynamic pricing,create_planned,/home/dan/wealtheow/Topic Notes/dynamic pricing.md,missing topic note
dystopian fiction,create_planned,/home/dan/wealtheow/Topic Notes/dystopian fiction.md,missing topic note
Dépendance,create_planned,/home/dan/wealtheow/Topic Notes/Dépendance.md,missing topic note
E.P. Thompson,create_planned,/home/dan/wealtheow/Topic Notes/E.P. Thompson.md,missing topic note
eagles,create_planned,/home/dan/wealtheow/Topic Notes/eagles.md,missing topic note
early 1970s,exists,/home/dan/wealtheow/Topic Notes/early 1970s.md,topic note already exists
early 1990s,exists,/home/dan/wealtheow/Topic Notes/early 1990s.md,topic note already exists
early allergen introduction,create_planned,/home/dan/wealtheow/Topic Notes/early allergen introduction.md,missing topic note
early American industrialization,create_planned,/home/dan/wealtheow/Topic Notes/early American industrialization.md,missing topic note
Early Career Researchers,create_planned,/home/dan/wealtheow/Topic Notes/Early Career Researchers.md,missing topic note
Early Decision,create_planned,/home/dan/wealtheow/Topic Notes/Early Decision.md,missing topic note
early English poetry,create_planned,/home/dan/wealtheow/Topic Notes/early English poetry.md,missing topic note
Early English Text Society,exists,/home/dan/wealtheow/Topic Notes/Early English Text Society.md,topic note already exists
Early English translation,create_planned,/home/dan/wealtheow/Topic Notes/Early English translation.md,missing topic note
early literacy,create_planned,/home/dan/wealtheow/Topic Notes/early literacy.md,missing topic note
early republic,create_planned,/home/dan/wealtheow/Topic Notes/early republic.md,missing topic note
Early Surgical Intervention,create_planned,/home/dan/wealtheow/Topic Notes/Early Surgical Intervention.md,missing topic note
early surgical intervention,create_planned,/home/dan/wealtheow/Topic Notes/early surgical intervention.md,missing topic note
Early Surgical Transition,create_planned,/home/dan/wealtheow/Topic Notes/Early Surgical Transition.md,missing topic note
early-onset Alzheimer's,create_planned,/home/dan/wealtheow/Topic Notes/early-onset Alzheimer's.md,missing topic note
East London,create_planned,/home/dan/wealtheow/Topic Notes/East London.md,missing topic note
Eastern philosophy,create_planned,/home/dan/wealtheow/Topic Notes/Eastern philosophy.md,missing topic note
easy language,create_planned,/home/dan/wealtheow/Topic Notes/easy language.md,missing topic note
easy-to-read,create_planned,/home/dan/wealtheow/Topic Notes/easy-to-read.md,missing topic note
ebook,create_planned,/home/dan/wealtheow/Topic Notes/ebook.md,missing topic note
Ece Temelkuran,create_planned,/home/dan/wealtheow/Topic Notes/Ece Temelkuran.md,missing topic note
Ecological Models,create_planned,/home/dan/wealtheow/Topic Notes/Ecological Models.md,missing topic note
Ecological resilience,create_planned,/home/dan/wealtheow/Topic Notes/Ecological resilience.md,missing topic note
Ecology,create_planned,/home/dan/wealtheow/Topic Notes/Ecology.md,missing topic note
Economic Adjustment,exists,/home/dan/wealtheow/Topic Notes/Economic Adjustment.md,topic note already exists
Economic Anxiety,exists,/home/dan/wealtheow/Topic Notes/Economic Anxiety.md,topic note already exists
Economic Conditions,exists,/home/dan/wealtheow/Topic Notes/Economic Conditions.md,topic note already exists
Economic crises,create_planned,/home/dan/wealtheow/Topic Notes/Economic crises.md,missing topic note
Economic Discontent,exists,/home/dan/wealtheow/Topic Notes/Economic Discontent.md,topic note already exists
Economic disruption,create_planned,/home/dan/wealtheow/Topic Notes/Economic disruption.md,missing topic note
Economic Diversification,create_planned,/home/dan/wealtheow/Topic Notes/Economic Diversification.md,missing topic note
economic history,create_planned,/home/dan/wealtheow/Topic Notes/economic history.md,missing topic note
Economic History,create_planned,/home/dan/wealtheow/Topic Notes/Economic History.md,missing topic note
Economic history,create_planned,/home/dan/wealtheow/Topic Notes/Economic history.md,missing topic note
economic impact,create_planned,/home/dan/wealtheow/Topic Notes/economic impact.md,missing topic note
Economic Inequality,create_planned,/home/dan/wealtheow/Topic Notes/Economic Inequality.md,missing topic note
Economic Policy,exists,/home/dan/wealtheow/Topic Notes/Economic Policy.md,topic note already exists
Economic regime change,create_planned,/home/dan/wealtheow/Topic Notes/Economic regime change.md,missing topic note
economic systems,create_planned,/home/dan/wealtheow/Topic Notes/economic systems.md,missing topic note
economic uncertainty,create_planned,/home/dan/wealtheow/Topic Notes/economic uncertainty.md,missing topic note
Economica,create_planned,/home/dan/wealtheow/Topic Notes/Economica.md,missing topic note
economics,create_planned,/home/dan/wealtheow/Topic Notes/economics.md,missing topic note
Economics (Discipline),exists,/home/dan/wealtheow/Topic Notes/Economics (Discipline).md,topic note already exists
Economics (History),exists,/home/dan/wealtheow/Topic Notes/Economics (History).md,topic note already exists
Economics (Topic),exists,/home/dan/wealtheow/Topic Notes/Economics (Topic).md,topic note already exists
ecopoetry,create_planned,/home/dan/wealtheow/Topic Notes/ecopoetry.md,missing topic note
Ecosystem succession,create_planned,/home/dan/wealtheow/Topic Notes/Ecosystem succession.md,missing topic note
Ecuador,create_planned,/home/dan/wealtheow/Topic Notes/Ecuador.md,missing topic note
eczema,create_planned,/home/dan/wealtheow/Topic Notes/eczema.md,missing topic note
