topic,action,path,reason
Cultural Critique,instantiated,/home/dan/wealtheow/Topic Notes/Cultural Critique.md,filename exists in vault
Cultural Destruction,create_planned,/home/dan/wealtheow/Topic Notes/Cultural Destruction.md,missing file in vault
cultural development,create_planned,/home/dan/wealtheow/Topic Notes/cultural development.md,missing file in vault
cultural diffusion,create_planned,/home/dan/wealtheow/Topic Notes/cultural diffusion.md,missing file in vault
cultural evolution,create_planned,/home/dan/wealtheow/Topic Notes/cultural evolution.md,missing file in vault
Cultural Heritage,create_planned,/home/dan/wealtheow/Topic Notes/Cultural Heritage.md,missing file in vault
cultural heritage,create_planned,/home/dan/wealtheow/Topic Notes/cultural heritage.md,missing file in vault
cultural history,create_planned,/home/dan/wealtheow/Topic Notes/cultural history.md,missing file in vault
cultural homogenization,create_planned,/home/dan/wealtheow/Topic Notes/cultural homogenization.md,missing file in vault
cultural identity,create_planned,/home/dan/wealtheow/Topic Notes/cultural identity.md,missing file in vault
Cultural Industries,create_planned,/home/dan/wealtheow/Topic Notes/Cultural Industries.md,missing file in vault
Cultural Institutions,create_planned,/home/dan/wealtheow/Topic Notes/Cultural Institutions.md,missing file in vault
cultural linguistics,create_planned,/home/dan/wealtheow/Topic Notes/cultural linguistics.md,missing file in vault
cultural medicine,create_planned,/home/dan/wealtheow/Topic Notes/cultural medicine.md,missing file in vault
cultural memory,create_planned,/home/dan/wealtheow/Topic Notes/cultural memory.md,missing file in vault
Cultural Memory,create_planned,/home/dan/wealtheow/Topic Notes/Cultural Memory.md,missing file in vault
cultural narrative,create_planned,/home/dan/wealtheow/Topic Notes/cultural narrative.md,missing file in vault
cultural narratives,create_planned,/home/dan/wealtheow/Topic Notes/cultural narratives.md,missing file in vault
Cultural Nationalism,create_planned,/home/dan/wealtheow/Topic Notes/Cultural Nationalism.md,missing file in vault
cultural psychology,create_planned,/home/dan/wealtheow/Topic Notes/cultural psychology.md,missing file in vault
cultural resistance,create_planned,/home/dan/wealtheow/Topic Notes/cultural resistance.md,missing file in vault
cultural spectacle,create_planned,/home/dan/wealtheow/Topic Notes/cultural spectacle.md,missing file in vault
Cultural Studies,instantiated,/home/dan/wealtheow/Topic Notes/Cultural Studies.md,filename exists in vault
Culture,create_planned,/home/dan/wealtheow/Topic Notes/Culture.md,missing file in vault
culture,create_planned,/home/dan/wealtheow/Topic Notes/culture.md,missing file in vault
Culture (High),instantiated,/home/dan/wealtheow/Topic Notes/Culture (High).md,filename exists in vault
Culture (Low),instantiated,/home/dan/wealtheow/Topic Notes/Culture (Low).md,filename exists in vault
Culture (Popular),instantiated,/home/dan/wealtheow/Topic Notes/Culture (Popular).md,filename exists in vault
Culture (Topic),instantiated,/home/dan/wealtheow/Topic Notes/Culture (Topic).md,filename exists in vault
Culture and Technology Studies,instantiated,/home/dan/wealtheow/Topic Notes/Culture and Technology Studies.md,filename exists in vault
culture war,create_planned,/home/dan/wealtheow/Topic Notes/culture war.md,missing file in vault
Culture War,create_planned,/home/dan/wealtheow/Topic Notes/Culture War.md,missing file in vault
Culture Wars,create_planned,/home/dan/wealtheow/Topic Notes/Culture Wars.md,missing file in vault
Culture wars,create_planned,/home/dan/wealtheow/Topic Notes/Culture wars.md,missing file in vault
cumulative advantage,create_planned,/home/dan/wealtheow/Topic Notes/cumulative advantage.md,missing file in vault
Cumulative culture,create_planned,/home/dan/wealtheow/Topic Notes/Cumulative culture.md,missing file in vault
Curriculum,instantiated,/home/dan/wealtheow/Topic Notes/Curriculum.md,filename exists in vault
curriculum design,create_planned,/home/dan/wealtheow/Topic Notes/curriculum design.md,missing file in vault
Curriculum Vitae,create_planned,/home/dan/wealtheow/Topic Notes/Curriculum Vitae.md,missing file in vault
Cursor Pro,create_planned,/home/dan/wealtheow/Topic Notes/Cursor Pro.md,missing file in vault
Custom Keyboards,instantiated,/home/dan/wealtheow/.trash/Custom Keyboards.md,filename exists in vault
customer service,create_planned,/home/dan/wealtheow/Topic Notes/customer service.md,missing file in vault
Cybercrime,create_planned,/home/dan/wealtheow/Topic Notes/Cybercrime.md,missing file in vault
cyberharcèlement,create_planned,/home/dan/wealtheow/Topic Notes/cyberharcèlement.md,missing file in vault
Cybermeneutics,create_planned,/home/dan/wealtheow/Topic Notes/Cybermeneutics.md,missing file in vault
Cybersecurity,create_planned,/home/dan/wealtheow/Topic Notes/Cybersecurity.md,missing file in vault
cynical pedagogy,create_planned,/home/dan/wealtheow/Topic Notes/cynical pedagogy.md,missing file in vault
D. Elmina Davis,instantiated,/home/dan/wealtheow/Topic Notes/D. Elmina Davis.md,filename exists in vault
D. Graham Burnett,create_planned,/home/dan/wealtheow/Topic Notes/D. Graham Burnett.md,missing file in vault
D. J. Reynolds,instantiated,/home/dan/wealtheow/Topic Notes/D. J. Reynolds.md,filename exists in vault
D.E.I.,create_planned,/home/dan/wealtheow/Topic Notes/D.E.I..md,missing file in vault
D.O.G.E.,create_planned,/home/dan/wealtheow/Topic Notes/D.O.G.E..md,missing file in vault
Dai Vernon,create_planned,/home/dan/wealtheow/Topic Notes/Dai Vernon.md,missing file in vault
dairy culture,create_planned,/home/dan/wealtheow/Topic Notes/dairy culture.md,missing file in vault
Dairy Industry,create_planned,/home/dan/wealtheow/Topic Notes/Dairy Industry.md,missing file in vault
damage control,create_planned,/home/dan/wealtheow/Topic Notes/damage control.md,missing file in vault
Damian Stevenson,create_planned,/home/dan/wealtheow/Topic Notes/Damian Stevenson.md,missing file in vault
Dan Dunne,create_planned,/home/dan/wealtheow/Topic Notes/Dan Dunne.md,missing file in vault
Dan Hendrycks,create_planned,/home/dan/wealtheow/Topic Notes/Dan Hendrycks.md,missing file in vault
Dan O'Bannon,create_planned,/home/dan/wealtheow/Topic Notes/Dan O'Bannon.md,missing file in vault
Dani McClain,instantiated,/home/dan/wealtheow/Topic Notes/Dani McClain.md,filename exists in vault
Daniel Kahneman,create_planned,/home/dan/wealtheow/Topic Notes/Daniel Kahneman.md,missing file in vault
Daniel Kokotajlo,create_planned,/home/dan/wealtheow/Topic Notes/Daniel Kokotajlo.md,missing file in vault
Daniel Paul O'Donnell,instantiated,/home/dan/wealtheow/Topic Notes/Daniel Paul O'Donnell.md,filename exists in vault
Daniel Paul O'Donnell: society-building,create_planned,/home/dan/wealtheow/Topic Notes/Daniel Paul O'Donnell: society-building.md,missing file in vault
Daniel Paul ODonnell,instantiated,/home/dan/wealtheow/Topic Notes/Daniel Paul ODonnell.md,filename exists in vault
Danielle Smith,create_planned,/home/dan/wealtheow/Topic Notes/Danielle Smith.md,missing file in vault
Danish history,create_planned,/home/dan/wealtheow/Topic Notes/Danish history.md,missing file in vault
Daphne Guinness,create_planned,/home/dan/wealtheow/Topic Notes/Daphne Guinness.md,missing file in vault
Dario Amodei,create_planned,/home/dan/wealtheow/Topic Notes/Dario Amodei.md,missing file in vault
dark humour,create_planned,/home/dan/wealtheow/Topic Notes/dark humour.md,missing file in vault
Dark Patterns,create_planned,/home/dan/wealtheow/Topic Notes/Dark Patterns.md,missing file in vault
Daron Acemoglu,create_planned,/home/dan/wealtheow/Topic Notes/Daron Acemoglu.md,missing file in vault
DARPA,create_planned,/home/dan/wealtheow/Topic Notes/DARPA.md,missing file in vault
Dartmouth College,create_planned,/home/dan/wealtheow/Topic Notes/Dartmouth College.md,missing file in vault
Darwinism,create_planned,/home/dan/wealtheow/Topic Notes/Darwinism.md,missing file in vault
dash history,create_planned,/home/dan/wealtheow/Topic Notes/dash history.md,missing file in vault
Data,instantiated,/home/dan/wealtheow/Topic Notes/Data.md,filename exists in vault
Data Centers,instantiated,/home/dan/wealtheow/Topic Notes/Data Centers.md,filename exists in vault
data centre investment,create_planned,/home/dan/wealtheow/Topic Notes/data centre investment.md,missing file in vault
Data centres,create_planned,/home/dan/wealtheow/Topic Notes/Data centres.md,missing file in vault
data colonialism,instantiated,/home/dan/wealtheow/Topic Notes/data colonialism.md,filename exists in vault
Data Colonialism Data Company Store (Paper),instantiated,/home/dan/wealtheow/Topic Notes/Data Colonialism Data Company Store (Paper).md,filename exists in vault
Data Company Store,instantiated,/home/dan/wealtheow/Topic Notes/Data Company Store.md,filename exists in vault
data company towns,create_planned,/home/dan/wealtheow/Topic Notes/data company towns.md,missing file in vault
Data Ethics,create_planned,/home/dan/wealtheow/Topic Notes/Data Ethics.md,missing file in vault
data ethics,create_planned,/home/dan/wealtheow/Topic Notes/data ethics.md,missing file in vault
Data extraction,create_planned,/home/dan/wealtheow/Topic Notes/Data extraction.md,missing file in vault
data haven,create_planned,/home/dan/wealtheow/Topic Notes/data haven.md,missing file in vault
data law,create_planned,/home/dan/wealtheow/Topic Notes/data law.md,missing file in vault
Data Modelling,create_planned,/home/dan/wealtheow/Topic Notes/Data Modelling.md,missing file in vault
data quality,create_planned,/home/dan/wealtheow/Topic Notes/data quality.md,missing file in vault
Data Science,create_planned,/home/dan/wealtheow/Topic Notes/Data Science.md,missing file in vault
Data Visualisation,create_planned,/home/dan/wealtheow/Topic Notes/Data Visualisation.md,missing file in vault
Data-as-labour debates,create_planned,/home/dan/wealtheow/Topic Notes/Data-as-labour debates.md,missing file in vault
data-driven strategy,create_planned,/home/dan/wealtheow/Topic Notes/data-driven strategy.md,missing file in vault
Datafication,create_planned,/home/dan/wealtheow/Topic Notes/Datafication.md,missing file in vault
Dating,instantiated,/home/dan/wealtheow/Topic Notes/Dating.md,filename exists in vault
Dave Schilling,create_planned,/home/dan/wealtheow/Topic Notes/Dave Schilling.md,missing file in vault
David,create_planned,/home/dan/wealtheow/Topic Notes/David.md,missing file in vault
David Autor,instantiated,/home/dan/wealtheow/Topic Notes/David Autor.md,filename exists in vault
David Chalmers,create_planned,/home/dan/wealtheow/Topic Notes/David Chalmers.md,missing file in vault
David French,create_planned,/home/dan/wealtheow/Topic Notes/David French.md,missing file in vault
David Guignion,instantiated,/home/dan/wealtheow/Topic Notes/David Guignion.md,filename exists in vault
David Hobbs,instantiated,/home/dan/wealtheow/Topic Notes/David Hobbs.md,filename exists in vault
David J. Hulchanski,instantiated,/home/dan/wealtheow/Topic Notes/David J. Hulchanski.md,filename exists in vault
David Kootnikof,instantiated,/home/dan/wealtheow/Topic Notes/David Kootnikof.md,filename exists in vault
David Robinson,instantiated,/home/dan/wealtheow/Topic Notes/David Robinson.md,filename exists in vault
David Sacks,create_planned,/home/dan/wealtheow/Topic Notes/David Sacks.md,missing file in vault
David Sharpe,instantiated,/home/dan/wealtheow/Topic Notes/David Sharpe.md,filename exists in vault
Davide Pafumi,instantiated,/home/dan/wealtheow/University/Davide Pafumi.md,filename exists in vault
Davis's Law,create_planned,/home/dan/wealtheow/Topic Notes/Davis's Law.md,missing file in vault
DAW Comparison,create_planned,/home/dan/wealtheow/Topic Notes/DAW Comparison.md,missing file in vault
day care,create_planned,/home/dan/wealtheow/Topic Notes/day care.md,missing file in vault
de Amaral,create_planned,/home/dan/wealtheow/Topic Notes/de Amaral.md,missing file in vault
De Brevitate Vitae,create_planned,/home/dan/wealtheow/Topic Notes/De Brevitate Vitae.md,missing file in vault
De Otio,create_planned,/home/dan/wealtheow/Topic Notes/De Otio.md,missing file in vault
deactivation,create_planned,/home/dan/wealtheow/Topic Notes/deactivation.md,missing file in vault
Deaf Republic,create_planned,/home/dan/wealtheow/Topic Notes/Deaf Republic.md,missing file in vault
Death (Topic),instantiated,/home/dan/wealtheow/Topic Notes/Death (Topic).md,filename exists in vault
Debate Teams,create_planned,/home/dan/wealtheow/Topic Notes/Debate Teams.md,missing file in vault
